VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,2022-04-10 17:19:38,2022-04-10 17:28:55,2.0,0.89,1.0,N,246,158,2,7.0,0.0,0.5,2.58,0.0,0.3,12.88,2.5,0.0
2,2022-04-10 17:09:03,2022-04-10 17:21:27,1.0,3.32,1.0,N,79,141,2,12.0,0.0,0.5,2.3,0.0,0.3,17.6,2.5,0.0
1,2022-04-10 18:46:47,2022-04-10 18:51:48,1.0,0.7,1.0,N,144,231,2,4.5,2.5,0.5,2.0,0.0,0.3,9.8,2.5,0.0
2,2022-04-10 18:07:55,2022-04-10 18:13:45,1.0,0.68,1.0,N,230,100,2,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-04-10 18:36:16,2022-04-10 18:53:49,1.0,3.16,1.0,N,263,48,2,14.0,0.0,0.5,3.46,0.0,0.3,20.76,2.5,0.0
1,2022-04-10 18:22:35,2022-04-10 18:47:01,1.0,4.2,1.0,N,239,107,2,18.5,2.5,0.5,4.35,0.0,0.3,26.15,2.5,0.0
2,2022-04-10 19:53:33,2022-04-10 20:03:56,2.0,2.43,1.0,N,144,162,2,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5,0.0
2,2022-04-10 19:15:52,2022-04-10 19:24:04,2.0,0.99,1.0,N,100,48,3,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5,0.0
2,2022-04-10 19:47:47,2022-04-10 19:48:09,1.0,0.2,5.0,N,216,132,2,65.0,0.0,0.0,14.37,6.55,0.3,86.22,0.0,0.0
2,2022-04-10 20:28:31,2022-04-10 20:28:45,3.0,0.03,5.0,N,163,163,2,69.0,0.0,0.0,14.36,0.0,0.3,86.16,2.5,0.0
2,2022-04-10 20:32:17,2022-04-10 20:32:23,1.0,0.0,1.0,N,132,132,3,2.5,0.5,0.5,0.0,0.0,0.3,5.05,0.0,1.25
2,2022-04-10 21:27:02,2022-04-10 21:47:21,1.0,11.15,1.0,N,138,161,2,31.0,0.5,0.5,8.52,6.55,0.3,51.12,2.5,1.25
1,2022-04-10 22:50:55,2022-04-10 22:57:32,1.0,1.1,1.0,N,68,107,2,6.5,3.0,0.5,2.55,0.0,0.3,12.85,2.5,0.0
2,2022-04-11 00:03:22,2022-04-11 00:12:13,1.0,1.59,1.0,N,142,233,2,8.0,0.5,0.5,2.0,0.0,0.3,13.8,2.5,0.0
1,2022-04-11 04:28:22,2022-04-11 04:31:32,0.0,0.9,1.0,N,148,79,2,5.0,3.0,0.5,2.2,0.0,0.3,11.0,2.5,0.0
2,2022-04-11 04:23:37,2022-04-11 04:35:33,5.0,4.65,1.0,N,129,145,3,15.5,0.5,0.5,0.0,0.0,0.3,16.8,0.0,0.0
1,2022-04-11 06:09:53,2022-04-11 06:16:19,1.0,1.2,1.0,N,186,107,2,6.5,2.5,0.5,0.0,0.0,0.3,9.8,2.5,0.0
1,2022-04-11 09:30:35,2022-04-11 09:35:03,1.0,1.0,1.0,N,107,170,2,5.5,2.5,0.5,1.32,0.0,0.3,10.12,2.5,0.0
1,2022-04-11 09:28:24,2022-04-11 09:34:22,1.0,0.9,1.0,N,114,144,3,6.0,2.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
1,2022-04-11 09:55:34,2022-04-11 10:14:58,1.0,2.3,1.0,N,143,140,2,12.0,2.5,0.5,3.06,0.0,0.3,18.36,2.5,0.0
1,2022-04-11 11:31:09,2022-04-11 11:37:42,1.0,1.4,1.0,N,229,236,2,6.5,2.5,0.5,2.45,0.0,0.3,12.25,2.5,0.0
2,2022-04-11 11:35:40,2022-04-11 11:43:42,1.0,1.64,1.0,N,125,90,2,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5,0.0
1,2022-04-11 13:24:18,2022-04-11 14:00:11,2.0,11.2,1.0,N,138,100,2,37.5,3.75,0.5,0.0,6.55,0.3,48.6,2.5,1.25
2,2022-04-11 14:09:33,2022-04-11 14:20:01,1.0,0.96,1.0,N,141,237,2,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5,0.0
2,2022-04-11 15:19:54,2022-04-11 15:20:02,1.0,0.03,3.0,N,132,132,3,-20.0,0.0,0.0,0.0,0.0,-0.3,-21.55,0.0,-1.25
2,2022-04-11 15:37:45,2022-04-11 15:49:23,1.0,1.26,1.0,N,161,141,2,8.5,0.0,0.5,1.18,0.0,0.3,12.98,2.5,0.0
1,2022-04-11 15:35:39,2022-04-11 16:10:39,2.0,11.5,1.0,N,170,67,3,36.0,3.5,0.5,0.0,6.55,0.3,46.85,2.5,0.0
1,2022-04-11 15:34:35,2022-04-11 16:30:07,1.0,11.6,1.0,N,246,138,2,42.0,2.5,0.5,7.5,6.55,0.3,59.35,2.5,0.0
2,2022-04-11 15:19:58,2022-04-11 15:21:11,2.0,0.35,1.0,N,43,43,3,3.5,0.0,0.5,0.0,0.0,0.3,6.8,2.5,0.0
2,2022-04-11 16:40:21,2022-04-11 16:46:27,1.0,1.13,1.0,N,238,143,2,6.5,1.0,0.5,2.7,0.0,0.3,13.5,2.5,0.0
1,2022-04-11 16:15:58,2022-04-11 16:31:28,1.0,1.7,1.0,N,237,262,2,11.0,3.5,0.5,3.5,0.0,0.3,18.8,2.5,0.0
2,2022-04-11 17:56:33,2022-04-11 18:18:10,1.0,2.46,1.0,N,230,239,2,15.0,1.0,0.5,2.0,0.0,0.3,21.3,2.5,0.0
1,2022-04-11 17:20:05,2022-04-11 17:33:15,0.0,1.4,1.0,N,68,170,2,9.5,3.5,0.5,3.45,0.0,0.3,17.25,2.5,0.0
2,2022-04-11 18:05:55,2022-04-11 18:13:54,1.0,1.51,1.0,N,238,166,2,8.0,1.0,0.5,2.46,0.0,0.3,14.76,2.5,0.0
1,2022-04-11 19:17:54,2022-04-11 19:23:41,1.0,0.9,1.0,Y,163,162,2,6.0,3.5,0.5,0.0,0.0,0.3,10.3,2.5,0.0
2,2022-04-11 19:06:40,2022-04-11 19:08:28,2.0,0.48,1.0,N,230,161,2,3.5,1.0,0.5,1.56,0.0,0.3,9.36,2.5,0.0
2,2022-04-11 19:07:59,2022-04-11 19:26:32,1.0,2.76,1.0,N,68,148,2,14.0,1.0,0.5,3.66,0.0,0.3,21.96,2.5,0.0
2,2022-04-11 20:23:05,2022-04-11 20:34:39,1.0,1.78,1.0,N,239,151,2,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5,0.0
2,2022-04-11 20:41:11,2022-04-11 20:48:54,1.0,1.53,1.0,N,161,141,2,7.5,0.5,0.5,1.13,0.0,0.3,12.43,2.5,0.0
2,2022-04-11 20:18:55,2022-04-11 20:29:43,1.0,3.6,1.0,N,107,263,2,12.0,0.5,0.5,1.0,0.0,0.3,16.8,2.5,0.0
1,2022-04-11 21:24:56,2022-04-11 21:34:31,1.0,2.3,1.0,N,161,113,2,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5,0.0
2,2022-04-11 22:40:39,2022-04-11 22:43:23,1.0,0.42,1.0,N,237,237,2,4.0,0.5,0.5,0.78,0.0,0.3,8.58,2.5,0.0
2,2022-04-12 00:19:00,2022-04-12 00:39:42,1.0,4.53,1.0,N,234,238,2,18.0,0.5,0.5,4.36,0.0,0.3,26.16,2.5,0.0
2,2022-04-12 00:00:06,2022-04-12 00:06:52,2.0,2.33,1.0,N,68,48,2,8.5,0.5,0.5,3.69,0.0,0.3,15.99,2.5,0.0
2,2022-04-12 00:26:36,2022-04-12 00:36:31,4.0,2.78,1.0,N,68,163,2,10.5,0.5,0.5,4.29,0.0,0.3,18.59,2.5,0.0
1,2022-04-12 06:19:36,2022-04-12 06:23:46,1.0,0.8,1.0,Y,186,164,3,5.0,2.5,0.5,0.0,0.0,0.3,8.3,2.5,0.0
1,2022-04-12 09:25:31,2022-04-12 09:33:14,1.0,1.4,1.0,N,113,186,2,7.5,2.5,0.5,2.7,0.0,0.3,13.5,2.5,0.0
2,2022-04-12 09:27:06,2022-04-12 09:39:20,1.0,1.1,1.0,N,162,140,2,9.0,0.0,0.5,3.08,0.0,0.3,15.38,2.5,0.0
1,2022-04-12 09:13:30,2022-04-12 09:30:30,1.0,2.1,1.0,N,158,164,2,12.0,2.5,0.5,3.8,0.0,0.3,19.1,2.5,0.0
2,2022-04-12 10:32:34,2022-04-12 10:46:36,1.0,1.83,1.0,N,234,144,2,10.0,0.0,0.5,2.0,0.0,0.3,15.3,2.5,0.0
2,2022-04-12 11:03:46,2022-04-12 11:30:07,4.0,3.72,1.0,N,164,231,3,18.5,0.0,0.5,0.0,0.0,0.3,21.8,2.5,0.0
2,2022-04-12 11:26:00,2022-04-12 11:34:17,1.0,1.53,1.0,N,162,236,2,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5,0.0
1,2022-04-12 12:20:18,2022-04-12 12:20:28,1.0,0.0,1.0,N,145,145,3,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2022-04-12 12:36:48,2022-04-12 12:55:25,1.0,1.71,1.0,N,170,141,2,12.5,0.0,0.5,4.74,0.0,0.3,20.54,2.5,0.0
2,2022-04-12 12:35:36,2022-04-12 12:53:52,1.0,1.83,1.0,N,170,237,2,12.5,0.0,0.5,3.95,0.0,0.3,19.75,2.5,0.0
2,2022-04-12 12:51:11,2022-04-12 13:09:21,1.0,2.26,1.0,N,231,234,2,12.5,0.0,0.5,3.16,0.0,0.3,18.96,2.5,0.0
2,2022-04-12 12:48:56,2022-04-12 13:07:56,2.0,3.36,1.0,N,152,43,2,15.0,0.0,0.5,2.74,0.0,0.3,21.04,2.5,0.0
1,2022-04-12 14:21:22,2022-04-12 14:33:40,1.0,1.9,1.0,N,144,158,2,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5,0.0
2,2022-04-12 15:39:52,2022-04-12 15:47:59,1.0,1.05,1.0,N,264,264,2,7.0,0.0,0.5,1.6,0.0,0.3,9.4,0.0,0.0
2,2022-04-12 16:36:22,2022-04-12 16:47:39,1.0,1.23,1.0,N,90,90,3,8.5,1.0,0.5,0.0,0.0,0.3,12.8,2.5,0.0
2,2022-04-12 17:00:03,2022-04-12 17:06:21,1.0,0.59,1.0,N,170,170,2,5.5,1.0,0.5,2.0,0.0,0.3,11.8,2.5,0.0
2,2022-04-12 17:27:40,2022-04-12 17:42:49,1.0,1.47,1.0,N,162,170,2,10.5,1.0,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-04-12 18:08:38,2022-04-12 18:16:12,1.0,0.9,1.0,N,236,263,2,7.0,1.0,0.5,1.36,0.0,0.3,12.66,2.5,0.0
1,2022-04-12 18:40:15,2022-04-12 18:55:15,1.0,2.4,1.0,N,90,233,2,11.5,3.5,0.5,3.15,0.0,0.3,18.95,2.5,0.0
1,2022-04-12 18:44:26,2022-04-12 20:05:59,1.0,13.4,1.0,N,237,14,2,57.5,3.5,0.5,13.65,6.55,0.3,82.0,2.5,0.0
1,2022-04-12 18:08:48,2022-04-12 18:19:48,1.0,1.8,1.0,N,236,43,2,9.5,3.5,0.5,1.38,0.0,0.3,15.18,2.5,0.0
1,2022-04-12 18:55:31,2022-04-12 19:16:50,1.0,4.3,1.0,N,246,141,2,17.5,3.5,0.5,4.35,0.0,0.3,26.15,2.5,0.0
1,2022-04-12 19:59:39,2022-04-12 20:11:52,1.0,2.7,1.0,N,246,143,2,11.0,3.5,0.5,3.0,0.0,0.3,18.3,2.5,0.0
2,2022-04-12 19:13:00,2022-04-12 19:31:01,3.0,3.95,1.0,N,68,236,2,15.5,1.0,0.5,2.18,0.0,0.3,21.98,2.5,0.0
2,2022-04-12 20:08:27,2022-04-12 20:19:59,3.0,3.39,1.0,N,138,7,2,12.5,0.5,0.5,3.01,0.0,0.3,18.06,0.0,1.25
2,2022-04-12 20:03:41,2022-04-12 20:36:45,1.0,16.19,1.0,N,132,112,2,44.5,0.5,0.5,9.16,0.0,0.3,56.21,0.0,1.25
1,2022-04-12 20:43:01,2022-04-12 20:48:31,1.0,0.8,1.0,N,230,142,2,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5,0.0
2,2022-04-12 21:58:25,2022-04-12 22:05:47,1.0,1.91,1.0,N,48,43,2,8.5,0.5,0.5,2.0,0.0,0.3,14.3,2.5,0.0
2,2022-04-12 21:22:38,2022-04-12 21:37:45,1.0,7.71,1.0,N,170,42,2,22.5,0.5,0.5,5.26,0.0,0.3,31.56,2.5,0.0
2,2022-04-12 23:16:53,2022-04-12 23:35:33,1.0,7.84,1.0,N,234,168,5,-23.5,-0.5,-0.5,0.0,0.0,-0.3,-27.3,-2.5,0.0
2,2022-04-13 00:14:18,2022-04-13 00:23:10,4.0,1.74,1.0,N,68,79,2,8.5,0.5,0.5,3.08,0.0,0.3,15.38,2.5,0.0
1,2022-04-13 05:03:14,2022-04-13 05:24:11,1.0,10.3,1.0,N,230,138,2,29.5,3.0,0.5,5.0,6.55,0.3,44.85,2.5,0.0
2,2022-04-13 06:13:24,2022-04-13 06:25:21,1.0,3.1,1.0,N,186,231,2,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-04-13 09:07:49,2022-04-13 09:12:24,1.0,0.52,1.0,N,236,237,3,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5,0.0
2,2022-04-13 09:35:43,2022-04-13 09:42:01,1.0,0.88,1.0,N,237,237,2,6.0,0.0,0.5,2.32,0.0,0.3,11.62,2.5,0.0
2,2022-04-13 09:22:17,2022-04-13 09:28:18,1.0,0.82,1.0,N,48,143,2,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5,0.0
2,2022-04-13 10:30:04,2022-04-13 11:04:29,2.0,5.98,1.0,N,239,13,3,25.5,0.0,0.5,0.0,0.0,0.3,28.8,2.5,0.0
2,2022-04-13 10:45:43,2022-04-13 11:06:21,1.0,2.19,1.0,N,113,161,2,13.5,0.0,0.5,4.2,0.0,0.3,21.0,2.5,0.0
2,2022-04-13 10:08:48,2022-04-13 10:32:03,1.0,1.46,1.0,N,161,68,2,14.5,0.0,0.5,3.56,0.0,0.3,21.36,2.5,0.0
2,2022-04-13 11:40:11,2022-04-13 11:53:37,1.0,1.33,1.0,N,107,233,2,9.5,0.0,0.5,1.92,0.0,0.3,14.72,2.5,0.0
2,2022-04-13 11:01:53,2022-04-13 11:12:21,1.0,1.71,1.0,N,137,237,2,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5,0.0
2,2022-04-13 11:00:52,2022-04-13 11:22:59,1.0,5.61,1.0,N,107,261,2,21.0,0.0,0.5,6.08,0.0,0.3,30.38,2.5,0.0
2,2022-04-13 12:03:05,2022-04-13 12:13:37,1.0,5.15,1.0,N,88,233,3,16.0,0.0,0.5,0.0,0.0,0.3,19.3,2.5,0.0
1,2022-04-13 12:19:13,2022-04-13 12:31:05,1.0,1.1,1.0,Y,141,162,2,8.5,2.5,0.5,1.0,0.0,0.3,12.8,2.5,0.0
2,2022-04-13 14:04:55,2022-04-13 14:15:50,5.0,1.33,1.0,N,230,234,2,8.0,0.0,0.5,2.82,0.0,0.3,14.12,2.5,0.0
2,2022-04-13 15:16:41,2022-04-13 15:47:37,1.0,7.04,1.0,N,87,161,2,26.0,0.0,0.5,5.86,0.0,0.3,35.16,2.5,0.0
2,2022-04-13 16:29:30,2022-04-13 16:56:04,1.0,3.72,1.0,N,140,186,2,18.5,1.0,0.5,4.56,0.0,0.3,27.36,2.5,0.0
2,2022-04-13 16:08:40,2022-04-13 16:15:21,1.0,1.69,1.0,N,142,151,2,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5,0.0
2,2022-04-13 16:11:06,2022-04-13 16:42:59,2.0,4.1,1.0,N,234,236,3,20.5,1.0,0.5,0.0,0.0,0.3,24.8,2.5,0.0
2,2022-04-13 18:11:51,2022-04-13 18:24:51,1.0,1.86,1.0,N,236,140,2,10.5,1.0,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-04-13 18:12:05,2022-04-13 18:15:45,1.0,0.5,1.0,N,90,186,2,4.5,1.0,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-04-13 19:39:01,2022-04-13 19:53:33,1.0,3.21,1.0,N,143,263,2,13.0,1.0,0.5,3.81,0.0,0.3,21.11,2.5,0.0
2,2022-04-13 20:17:20,2022-04-13 20:36:20,2.0,3.98,1.0,N,234,33,2,15.0,0.5,0.5,4.7,0.0,0.3,23.5,2.5,0.0
2,2022-04-13 21:02:49,2022-04-13 21:44:19,1.0,18.38,2.0,N,132,142,2,52.0,0.0,0.5,11.06,0.0,0.3,67.61,2.5,1.25
2,2022-04-13 21:51:54,2022-04-13 22:05:09,1.0,3.29,1.0,N,142,75,3,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5,0.0
2,2022-04-13 22:01:48,2022-04-13 22:04:23,1.0,0.92,1.0,N,239,143,2,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5,0.0
2,2022-04-13 22:38:44,2022-04-13 23:12:23,1.0,17.93,2.0,N,132,234,2,52.0,0.0,0.5,9.46,6.55,0.3,72.56,2.5,1.25
1,2022-04-13 22:12:35,2022-04-13 22:16:21,1.0,1.1,1.0,N,238,236,2,5.5,3.0,0.5,1.86,0.0,0.3,11.16,2.5,0.0
1,2022-04-13 23:13:14,2022-04-13 23:22:24,1.0,1.6,1.0,N,236,239,3,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5,0.0
2,2022-04-13 23:17:33,2022-04-13 23:34:28,1.0,3.84,1.0,N,48,148,2,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5,0.0
2,2022-04-14 00:37:51,2022-04-14 00:39:25,5.0,0.75,1.0,N,236,263,2,4.0,0.5,0.5,1.2,0.0,0.3,9.0,2.5,0.0
2,2022-04-14 00:23:27,2022-04-14 00:36:13,3.0,3.23,1.0,N,230,262,2,12.0,0.5,0.5,3.16,0.0,0.3,20.91,2.5,0.0
2,2022-04-14 00:58:40,2022-04-14 00:59:14,1.0,0.0,1.0,N,132,132,4,-2.5,-0.5,-0.5,0.0,-6.55,-0.3,-10.35,0.0,0.0
2,2022-04-14 01:13:45,2022-04-14 01:16:08,1.0,0.45,1.0,N,230,100,2,4.0,0.5,0.5,5.0,0.0,0.3,12.8,2.5,0.0
2,2022-04-14 06:31:06,2022-04-14 06:35:41,1.0,0.81,1.0,N,186,230,2,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5,0.0
2,2022-04-14 06:36:20,2022-04-14 06:45:41,1.0,2.27,1.0,N,141,43,2,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5,0.0
2,2022-04-14 06:03:49,2022-04-14 06:06:01,1.0,0.64,1.0,N,230,230,2,4.0,0.0,0.5,0.73,0.0,0.3,8.03,2.5,0.0
2,2022-04-14 08:48:05,2022-04-14 09:03:22,2.0,2.41,1.0,N,236,161,2,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5,0.0
2,2022-04-14 08:33:02,2022-04-14 08:40:23,1.0,1.46,1.0,N,142,100,3,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5,0.0
2,2022-04-14 10:45:06,2022-04-14 11:01:07,2.0,2.05,1.0,N,162,107,2,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5,0.0
1,2022-04-14 11:29:44,2022-04-14 11:51:15,1.0,3.8,1.0,N,231,48,2,16.5,2.5,0.5,3.95,0.0,0.3,23.75,2.5,0.0
1,2022-04-14 11:29:44,2022-04-14 11:56:28,0.0,3.2,1.0,N,237,144,2,17.5,2.5,0.5,4.15,0.0,0.3,24.95,2.5,0.0
1,2022-04-14 12:10:39,2022-04-14 12:19:50,0.0,1.4,1.0,N,162,263,2,7.5,2.5,0.5,1.0,0.0,0.3,11.8,2.5,0.0
1,2022-04-14 12:01:01,2022-04-14 12:21:25,2.0,0.8,1.0,N,68,164,3,12.5,2.5,0.5,0.0,0.0,0.3,15.8,2.5,0.0
2,2022-04-14 12:18:33,2022-04-14 13:07:53,1.0,17.82,2.0,N,132,161,2,52.0,0.0,0.5,12.37,6.55,0.3,75.47,2.5,1.25
2,2022-04-14 12:04:37,2022-04-14 12:42:12,1.0,4.05,1.0,N,90,145,2,23.0,0.0,0.5,4.93,6.55,0.3,37.78,2.5,0.0
2,2022-04-14 13:05:58,2022-04-14 13:52:22,1.0,17.03,2.0,N,100,132,2,52.0,0.0,0.5,12.37,6.55,0.3,74.22,2.5,0.0
2,2022-04-14 13:45:22,2022-04-14 13:56:41,1.0,1.58,1.0,N,43,237,3,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5,0.0
2,2022-04-14 13:30:58,2022-04-14 14:14:56,1.0,4.05,1.0,N,237,231,2,26.5,0.0,0.5,2.0,0.0,0.3,31.8,2.5,0.0
2,2022-04-14 13:06:13,2022-04-14 13:09:57,1.0,0.39,1.0,N,236,236,2,4.0,0.0,0.5,10.0,0.0,0.3,17.3,2.5,0.0
1,2022-04-14 14:21:15,2022-04-14 14:27:26,0.0,1.2,1.0,N,239,236,2,6.5,2.5,0.5,1.96,0.0,0.3,11.76,2.5,0.0
2,2022-04-14 14:53:05,2022-04-14 15:11:15,1.0,1.78,1.0,N,234,48,2,12.0,0.0,0.5,3.83,0.0,0.3,19.13,2.5,0.0
2,2022-04-14 14:51:59,2022-04-14 14:52:37,5.0,0.0,2.0,N,231,231,2,52.0,0.0,0.5,11.06,0.0,0.3,66.36,2.5,0.0
1,2022-04-14 14:44:54,2022-04-14 15:03:58,1.0,1.8,1.0,N,79,261,2,12.0,2.5,0.5,3.0,0.0,0.3,18.3,2.5,0.0
1,2022-04-14 16:09:05,2022-04-14 16:47:01,1.0,9.5,1.0,N,138,141,2,31.0,4.75,0.5,8.6,6.55,0.3,51.7,2.5,1.25
2,2022-04-14 17:20:45,2022-04-14 17:30:55,1.0,3.48,1.0,N,88,4,2,12.0,1.0,0.5,3.26,0.0,0.3,19.56,2.5,0.0
2,2022-04-14 18:28:57,2022-04-14 18:58:58,1.0,4.95,1.0,N,114,263,2,21.5,1.0,0.5,2.6,0.0,0.3,28.4,2.5,0.0
2,2022-04-14 19:53:18,2022-04-14 19:58:54,1.0,1.14,1.0,N,43,238,2,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5,0.0
1,2022-04-14 21:51:04,2022-04-14 21:59:20,2.0,1.3,1.0,N,230,90,2,7.5,3.0,0.5,2.8,0.0,0.3,14.1,2.5,0.0
2,2022-04-14 21:42:22,2022-04-14 22:05:25,2.0,9.23,1.0,N,138,68,3,28.0,0.5,0.5,0.0,6.55,0.3,39.6,2.5,1.25
1,2022-04-14 21:48:25,2022-04-14 21:53:38,2.0,1.5,1.0,N,229,137,2,6.5,3.0,0.5,1.0,0.0,0.3,11.3,2.5,0.0
2,2022-04-14 22:00:14,2022-04-14 22:32:37,5.0,6.55,1.0,N,48,52,2,23.5,0.5,0.5,5.46,0.0,0.3,32.76,2.5,0.0
2,2022-04-14 23:26:24,2022-04-14 23:33:59,2.0,1.98,1.0,N,142,236,3,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5,0.0
2,2022-04-14 23:05:42,2022-04-14 23:15:00,2.0,1.15,1.0,N,48,142,2,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5,0.0
2,2022-04-14 23:39:11,2022-04-14 23:44:56,1.0,1.39,1.0,N,163,239,2,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5,0.0
1,2022-04-14 23:45:02,2022-04-14 23:47:35,1.0,0.5,1.0,N,233,137,3,4.0,3.0,0.5,0.0,0.0,0.3,7.8,2.5,0.0
2,2022-04-14 23:46:53,2022-04-14 23:50:35,1.0,0.83,1.0,N,68,90,2,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-04-14 23:03:22,2022-04-14 23:14:39,3.0,1.94,1.0,N,170,79,2,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5,0.0
1,2022-04-15 00:07:26,2022-04-15 00:12:45,1.0,0.8,1.0,N,161,100,2,5.5,3.0,0.5,2.7,0.0,0.3,12.0,2.5,0.0
1,2022-04-15 06:01:47,2022-04-15 06:53:25,1.0,0.0,1.0,Y,86,107,2,59.2,0.0,0.5,0.0,6.55,0.3,66.55,0.0,0.0
1,2022-04-15 07:37:05,2022-04-15 08:26:25,1.0,18.0,2.0,N,132,230,3,52.0,3.75,0.5,0.0,6.55,0.3,63.1,2.5,1.25
1,2022-04-15 09:37:36,2022-04-15 09:43:59,5.0,1.2,1.0,N,90,170,3,6.0,2.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-04-15 09:38:01,2022-04-15 09:45:20,1.0,1.5,1.0,N,125,164,2,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5,0.0
1,2022-04-15 10:46:20,2022-04-15 10:54:43,1.0,1.1,1.0,N,161,137,3,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5,0.0
2,2022-04-15 10:33:08,2022-04-15 10:37:02,1.0,0.9,1.0,N,43,237,2,5.0,0.0,0.5,2.49,0.0,0.3,10.79,2.5,0.0
2,2022-04-15 11:18:03,2022-04-15 11:31:31,2.0,2.86,1.0,N,68,238,2,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5,0.0
1,2022-04-15 12:03:20,2022-04-15 12:23:45,1.0,3.3,1.0,N,142,263,2,15.5,2.5,0.5,3.75,0.0,0.3,22.55,2.5,0.0
2,2022-04-15 12:45:17,2022-04-15 13:01:08,1.0,2.13,1.0,N,170,48,2,11.5,0.0,0.5,2.0,0.0,0.3,16.8,2.5,0.0
2,2022-04-15 13:10:09,2022-04-15 13:30:48,1.0,6.61,1.0,N,231,164,2,22.0,0.0,0.5,1.26,0.0,0.3,26.56,2.5,0.0
2,2022-04-15 13:48:12,2022-04-15 13:59:12,1.0,1.77,1.0,N,142,238,2,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5,0.0
2,2022-04-15 13:53:18,2022-04-15 14:03:06,2.0,1.67,1.0,N,237,170,2,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5,0.0
2,2022-04-15 14:51:08,2022-04-15 15:13:49,1.0,2.41,1.0,N,79,100,2,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5,0.0
2,2022-04-15 14:23:31,2022-04-15 14:41:07,1.0,1.18,1.0,N,164,48,2,11.5,0.0,0.5,3.7,0.0,0.3,18.5,2.5,0.0
2,2022-04-15 14:37:53,2022-04-15 15:51:48,2.0,18.72,2.0,N,249,132,2,52.0,0.0,0.5,12.37,6.55,0.3,74.22,2.5,0.0
2,2022-04-15 14:53:28,2022-04-15 14:58:12,1.0,0.96,1.0,N,229,170,2,5.5,0.0,0.5,1.0,0.0,0.3,9.8,2.5,0.0
2,2022-04-15 14:28:55,2022-04-15 15:26:04,1.0,17.73,2.0,N,132,234,2,52.0,0.0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
2,2022-04-15 14:46:35,2022-04-15 14:50:21,1.0,0.59,1.0,N,142,163,2,4.5,0.0,0.5,0.8,0.0,0.3,8.6,2.5,0.0
2,2022-04-15 15:14:11,2022-04-15 15:23:55,1.0,1.38,1.0,N,43,164,2,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5,0.0
1,2022-04-15 16:06:40,2022-04-15 16:26:13,1.0,2.6,1.0,N,211,233,2,12.5,3.5,0.5,3.35,0.0,0.3,20.15,2.5,0.0
